200	50	60				
200						
1	0	1	10	10	2	2
2	0	1	11	6	3	2
3	0	1	12	5	2	2
4	0	1	13	2	2	2
5	0	1	14	6	3	2
6	0	1	15	6	2	2
7	0	1	16	3	4	2
8	0	1	17	3	4	2
9	1	1	5	3	3	1
10	1	1	5	6	5	3
11	1	1	5	6	5	1
12	1	1	5	6	5	3
13	2	1	5	6	3	1
14	2	1	5	5	4	3
15	2	1	5	3	5	1
16	2	1	5	6	4	3
17	2	1	5	4	4	1
18	2	1	5	5	3	3
19	2	1	5	4	2	1
20	2	1	5	3	3	3
21	0	1	20	4	2	1
22	1	1	20	5	2	3
23	2	1	20	3	2	1
24	0	1	20	6	4	4
25	1	2	12	2	5	4
26	2	2	13	3	5	4
27	0	2	14	3	3	4
28	1	2	15	6	3	4
29	2	2	8	3	4	4
30	0	2	8	6	3	3
31	1	2	8	5	4	3
32	2	2	8	3	4	3
33	0	2	8	4	4	3
34	1	2	8	5	4	3
35	2	2	8	5	5	3
36	0	2	8	6	5	3
37	1	2	8	2	4	3
38	2	2	8	6	5	3
39	0	2	8	6	5	3
40	1	2	8	6	4	1
41	2	2	8	5	2	1
42	0	2	8	3	3	1
43	1	2	8	6	5	1
44	2	2	7	6	5	1
45	0	2	8	3	5	1
46	1	2	7	3	2	1
47	2	2	7	5	3	1
48	0	2	8	6	5	1
49	2	2	7	5	2	1
50	2	3	7	3	2	1
51	2	3	8	2	4	1
52	1	3	7	6	4	2
53	1	3	7	4	4	1
54	1	3	8	2	5	2
55	0	3	7	6	5	1
56	0	3	7	6	3	2
57	0	3	8	6	2	1
58	2	3	12	4	4	2
59	2	3	13	3	3	1
60	2	3	14	2	2	2
61	1	3	12	4	3	1
62	1	3	13	5	2	2
63	1	3	14	3	2	1
64	0	3	12	5	5	2
65	0	3	13	2	2	1
66	0	3	14	5	3	2
67	2	3	12	4	3	1
68	2	3	13	6	2	2
69	2	3	14	2	5	1
70	1	3	12	5	2	2
71	1	3	13	2	4	1
72	1	3	14	5	2	2
73	0	3	12	6	4	1
74	0	3	13	5	3	2
75	0	3	14	4	4	1
76	2	3	12	5	2	2
77	2	3	13	6	2	1
78	2	3	14	4	2	2
79	1	3	12	4	3	1
80	1	10	13	5	4	2
81	1	10	14	5	4	1
82	0	10	12	2	2	2
83	0	10	13	3	3	1
84	0	10	14	6	4	2
85	2	10	12	6	2	1
86	2	10	13	5	3	2
87	2	10	14	2	3	1
88	1	10	12	3	5	2
89	1	10	13	6	2	1
90	1	10	14	2	2	2
91	0	10	12	2	3	1
92	0	10	13	2	2	2
93	0	10	14	5	3	1
