550 25 100				
50
1	0	1	10	5	2	2
2	0	1	11	6	3	2
3	0	1	12	5	2	2
4	0	1	13	2	2	2
5	0	1	14	6	3	2
6	0	1	15	6	2	2
7	0	1	16	3	4	2
8	0	1	17	3	4	2
9	1	1	5	3	3	1
10	1	1	5	6	5	3
11	1	1	5	6	5	1
12	1	1	5	6	5	3
13	2	1	5	6	3	1
14	2	1	5	5	4	3
15	2	1	5	3	5	1
16	2	1	5	6	4	3
17	2	1	5	4	4	1
18	2	1	5	5	3	3
19	2	1	5	4	2	1
20	2	1	5	3	3	3
21	0	1	20	4	2	1
22	1	1	20	5	2	3
23	2	1	20	3	2	1
24	0	1	20	6	4	4
25	1	2	12	2	5	4
26	2	2	13	3	5	4
27	0	2	14	3	3	4
28	1	2	15	6	3	4
29	2	2	8	3	4	4
30	0	2	8	6	3	3
31	1	2	8	5	4	3
32	2	2	8	3	4	3
33	0	2	8	4	4	3
34	1	2	8	5	4	3
35	2	2	8	5	5	3
36	0	2	8	6	5	3
37	1	2	8	2	4	3
38	2	2	8	6	5	3
39	0	2	8	6	5	3
40	1	2	8	6	4	1
41	2	2	8	5	2	1
42	0	2	8	3	3	1
43	1	2	8	6	5	1
44	2	2	7	6	5	1
45	0	2	8	3	5	1
46	1	2	7	3	2	1
47	2	2	7	5	3	1
48	0	2	8	6	5	1
49	2	2	7	5	2	1
50	2	3	7	3	2	1


