50	5	15				
100						
1	0	1	10	8	2	5
2	0	1	2	7	3	5
3	0	1	12	7	2	4
4	0	1	8	6	2	4
5	0	1	4	8	3	5
6	0	1	7	8	2	6
7	0	1	16	9	4	4
8	0	1	17	10	4	5
13	2	1	5	9	3	4
14	2	1	5	7	4	4
15	2	1	5	8	5	6
16	2	1	5	8	4	6
17	2	1	5	9	4	6
18	2	1	5	7	3	6
19	2	1	5	6	2	4
20	2	1	5	7	3	5
21	0	1	20	20	2	5
23	2	1	20	20	2	5
24	0	1	20	20	4	4
26	2	2	13	8	5	4
27	0	2	14	8	3	6
29	2	2	8	7	4	4
30	0	2	8	6	3	6
32	2	2	8	7	4	5
33	0	2	8	10	4	4
35	2	2	8	10	5	4
36	0	2	8	8	5	5
38	2	2	8	7	5	6
39	0	2	8	6	5	5
41	2	2	8	7	2	5
42	0	2	8	6	3	4
44	2	2	7	10	5	4
45	0	2	8	6	5	4
47	2	2	7	7	3	4
48	0	2	8	8	5	4
49	2	2	7	9	2	6
50	2	3	7	10	2	5
51	2	3	8	9	4	5
55	0	3	7	10	5	5
56	0	3	7	7	3	6
57	0	3	8	6	2	6
58	2	3	12	6	4	5
59	2	3	13	8	3	5
60	2	3	14	7	2	5
64	0	3	12	7	5	4
65	0	3	13	10	2	5
66	0	3	14	7	3	6
67	2	3	12	9	3	5
68	2	3	13	6	2	5
69	2	3	14	7	5	6
73	0	3	12	10	4	4
74	0	3	13	8	3	6
75	0	3	14	9	4	5
76	2	3	12	8	2	4
77	2	3	13	6	2	6
78	2	3	14	10	2	4
82	0	10	12	9	2	6
83	0	10	13	9	3	5
84	0	10	14	10	4	4
85	2	10	12	9	2	4
86	2	10	13	8	3	4
87	2	10	14	8	3	4
91	0	10	12	6	3	6
92	0	10	13	8	2	5
93	0	10	14	10	3	6
94	2	10	11	10	2	4
95	2	10	11	7	2	4
96	2	10	11	6	5	5
100	0	10	11	9	5	6
101	1	12	10	9	3	6
102	1	12	12	8	2	5
103	1	12	13	8	2	6
104	1	12	10	9	5	4
105	1	12	12	6	5	6
106	1	12	13	6	3	6
107	1	12	10	10	2	5
108	1	13	12	8	2	4
109	1	13	13	9	5	5
110	1	13	10	8	5	4
111	1	13	8	6	3	5
112	1	13	4	8	2	6
113	1	14	12	8	2	5
114	1	14	13	6	5	5
115	1	14	10	8	5	4
116	1	14	8	8	3	4
117	1	14	4	7	2	6
118	1	14	12	6	2	5
119	1	14	13	7	5	5
120	1	15	10	10	5	6
